,Media,Text,Date,Compound,Positive,Neutral,Negative
423,@nytimes,"¡°Send some girls around to the candidate¡¯s house.¡±

As part of a monthslong investigation into Cambridge Analytica,¡­ https://t.co/YP7xSJ59Gx",Mon Mar 19 21:20:10 +0000 2018,0.0,0.0,1.0,0.0
424,@nytimes,RT @readercenter: A @nytimes article published today on race and the income gap led to a big discussion among our readers. Submit a questio¡­,Mon Mar 19 21:10:05 +0000 2018,0.0,0.0,1.0,0.0
425,@nytimes,"Catharine MacKinnon: ""People have asked me for 40 years how not to get sued for sexual harassment. Well, a good fir¡­ https://t.co/aiuh7NXSzK",Mon Mar 19 21:00:21 +0000 2018,0.128,0.189,0.679,0.132
426,@nytimes,"Justin Verlander brought value to the Astros last season, when he joined in a trade and helped them win the World S¡­ https://t.co/8yl93W3HoA",Mon Mar 19 20:50:06 +0000 2018,0.7351,0.237,0.763,0.0
427,@nytimes,¡°Everyone in Austin is in the process of trying to figure out exactly how nervous to be. Are these bombings targete¡­ https://t.co/5Pg0Ep4PRR,Mon Mar 19 20:40:10 +0000 2018,-0.2732,0.0,0.909,0.091
428,@nytimes,Read our report on how servers and bartenders weigh harassing behavior from customers against the tips they need to¡­ https://t.co/N9dFagqWIa,Mon Mar 19 20:33:00 +0000 2018,-0.5423,0.0,0.844,0.156
429,@nytimes,"Our report on the sexual harassment endured by restaurant servers drew 1,200 responses from readers: on money, powe¡­ https://t.co/VnCiSwIYgy",Mon Mar 19 20:30:18 +0000 2018,-0.5423,0.0,0.837,0.163
430,@nytimes,RT @nytimestravel: Do you see Wakanda as a series of magical neighborhoods floating in midair? Would the magnetic levitation subway in trav¡­,Mon Mar 19 20:20:07 +0000 2018,0.0,0.0,1.0,0.0
431,@nytimes,"¡°Send some girls around to the candidate¡¯s house¡±: As part of a monthslong investigation into Cambridge Analytica,¡­ https://t.co/FMEWKpKCUa",Mon Mar 19 20:17:56 +0000 2018,0.0,0.0,1.0,0.0
432,@nytimes,"However, the firm¡¯s employees, who often overlap, had contact in 2014 and 2015 with executives from Lukoil, the Rus¡­ https://t.co/8Q90TwYuIH",Mon Mar 19 20:14:53 +0000 2018,0.0,0.0,1.0,0.0
433,@nytimes,"Alexander Nix, a director of SCL Group, a British political and defense contractor, and chief executive of its Amer¡­ https://t.co/CZMF8buD3n",Mon Mar 19 20:13:08 +0000 2018,0.128,0.081,0.919,0.0
434,@nytimes,Facebook is defending its protection of user information after Cambridge Analytica harvested private information fr¡­ https://t.co/ynmgpzkUa8,Mon Mar 19 20:10:11 +0000 2018,0.0,0.0,1.0,0.0
435,@nytimes,"Christopher Wylie, who oversaw Cambridge¡¯s data collection until 2014, said of his former company, ¡°For them, this¡­ https://t.co/lGYdQTfkLz",Mon Mar 19 20:06:00 +0000 2018,0.0,0.0,1.0,0.0
436,@nytimes,"The New York Times and The Observer of London reported how Cambridge Analytica, a political data firm closely tied¡­ https://t.co/iu6g0OHg5T",Mon Mar 19 20:04:05 +0000 2018,0.0,0.0,1.0,0.0
437,@nytimes,Here¡¯s what you need to know about how a political data firm tied to President Trump¡¯s campaign gained access to pr¡­ https://t.co/zvnAIgGXbv,Mon Mar 19 20:00:20 +0000 2018,0.3818,0.115,0.885,0.0
438,@nytimes,"""Nipped waists have long represented femininity,"" @AlexanderFury writes. ""What does it say about the contemporary m¡­ https://t.co/30rkCxLYYD",Mon Mar 19 19:50:06 +0000 2018,0.0,0.0,1.0,0.0
439,@nytimes,"RT @NYTmag: These are chicks of the endangered Akikiki bird, a small bird native to the forests of Kauai, Hawaii. https://t.co/Wx1KGuzIk7 h¡­",Mon Mar 19 19:40:08 +0000 2018,0.0,0.0,1.0,0.0
440,@nytimes,"The Australian comic Hannah Gadsby calls out Louis C.K., Harvey Weinstein and Bill Clinton, but her real target is¡­ https://t.co/9lsfWqknha",Mon Mar 19 19:30:06 +0000 2018,0.0,0.0,1.0,0.0
441,@nytimes,"The fourth bombing in Austin demonstrated a higher level of sophistication than the previous 3, as well as a ¡°signi¡­ https://t.co/uLMo7jGk5b",Mon Mar 19 19:20:09 +0000 2018,0.2732,0.104,0.896,0.0
442,@nytimes,This video is the first piece in a series about these residents. Their stories offer a look at how people are confr¡­ https://t.co/NLB5u8MLra,Mon Mar 19 19:02:38 +0000 2018,0.0,0.0,1.0,0.0
443,@nytimes,"In the 6 months since Harvey, The New York Times followed several families in the Cinco Ranch community as they str¡­ https://t.co/naAH2tvhPx",Mon Mar 19 19:01:46 +0000 2018,0.0,0.0,1.0,0.0
444,@nytimes,The homes in Cinco Ranch sat on land that had been designed to flood ¡ª a fact that wasn¡¯t widely publicized when a¡­ https://t.co/qAwdPWE5WV,Mon Mar 19 19:00:57 +0000 2018,0.0,0.0,1.0,0.0
445,@nytimes,"After Hurricane Harvey swamped Houston, some residents of one suburban area were shocked to learn that the flooding¡­ https://t.co/QYRyJRcO7D",Mon Mar 19 19:00:10 +0000 2018,-0.3182,0.0,0.887,0.113
446,@nytimes,"RT @tiffkhsu: Claire's, where I and all of my friends and all of their friends got ears pierced as teenagers, is filing for Chapter 11 bank¡­",Mon Mar 19 18:50:06 +0000 2018,0.7351,0.212,0.788,0.0
447,@nytimes,Does New York want another celebrity in public office? The actress Cynthia Nixon hopes so: She just entered the rac¡­ https://t.co/tmzrIs6quF,Mon Mar 19 18:40:22 +0000 2018,0.4767,0.177,0.823,0.0
448,@nytimes,"RT @julieturkewitz: For much of our country's history, native people weren't permitted to vote. Now there are a historic number of indigeno¡­",Mon Mar 19 18:40:04 +0000 2018,0.0772,0.061,0.939,0.0
449,@nytimes,"4 bombings this month in Austin, including one on Sunday night, have killed 2 people and injured 4. Here's what we¡­ https://t.co/bqa42mRTn7",Mon Mar 19 18:30:04 +0000 2018,-0.802,0.0,0.714,0.286
450,@nytimes,Another reader reacts to the news that a woman died after being hit by a self-driving Uber car¡­ https://t.co/z1uax6tzgG,Mon Mar 19 18:21:43 +0000 2018,-0.5574,0.0,0.816,0.184
451,@nytimes,A New York Times reader reacts to the news that a woman died after being hit by a self-driving Uber car¡­ https://t.co/1Tm0f1qpdM,Mon Mar 19 18:20:05 +0000 2018,-0.5574,0.0,0.833,0.167
452,@nytimes,You'll probably need to do a little shopping to make this traditional dish. But it's well worth it. https://t.co/8sjpx5xcn7,Mon Mar 19 18:10:09 +0000 2018,0.4588,0.2,0.8,0.0
453,@nytimes,"RT @NYTSports: Tyronn Lue: ¡°I have had chest pains and other troubling symptoms."" He's stepping away from the Cavs with just 13 games left¡­",Mon Mar 19 18:00:11 +0000 2018,-0.743,0.0,0.777,0.223
454,@nytimes,"Andrew McCabe, the former FBI deputy director, was fired late Friday night ¡ª on the eve of his retirement. Here¡¯s w¡­ https://t.co/WgdgoA0WtP",Mon Mar 19 17:50:06 +0000 2018,-0.5574,0.0,0.847,0.153
455,@nytimes,Stuffed ham is one of America¡¯s most regionally specific dishes. People in Southern Maryland cherish it. https://t.co/g2tDQy5xWK,Mon Mar 19 17:40:10 +0000 2018,0.3818,0.14,0.86,0.0
456,@nytimes,One NYT reader embraces the practice of flirting for tips https://t.co/bzmsCpF0sp https://t.co/35aiorjdej,Mon Mar 19 17:35:00 +0000 2018,0.2023,0.141,0.859,0.0
457,@nytimes,"RT @jasondhorowitz: Luigi Di Maio, 31, and Italy's potential next leader, was living at home ¡°until five years ago,¡± his mother tells me. M¡­",Mon Mar 19 17:30:06 +0000 2018,0.0,0.0,1.0,0.0
458,@nytimes,President Trump is planning to hire a lawyer who¡¯s pushed theories on Fox News that Trump was framed by the FBI and¡­ https://t.co/W8oVqa5D2I,Mon Mar 19 17:17:10 +0000 2018,0.0,0.0,1.0,0.0
459,@nytimes,"The change of a single word in the new tax law means the MLB, NBA and other sports franchises could now face capita¡­ https://t.co/NBcgIvPN2X",Mon Mar 19 17:05:07 +0000 2018,0.0,0.0,1.0,0.0
460,@nytimes,"Breaking News: A woman died after being hit by a self-driving Uber car in Tempe, Arizona. It¡¯s the first known pede¡­ https://t.co/KqD9AUqOm5",Mon Mar 19 16:55:21 +0000 2018,-0.5574,0.0,0.841,0.159
461,@nytimes,"RT @nytopinion: I am a junior in high school, and I regularly shoot guns, for target practice and hunting, writes Dakota Hanchett https://t¡­",Mon Mar 19 16:50:05 +0000 2018,-0.34,0.0,0.888,0.112
462,@nytimes,Britain will have a transition period after the country withdraws from the EU ¡ª as long as a deal can be struck to¡­ https://t.co/j3M7RRrd5d,Mon Mar 19 16:40:07 +0000 2018,-0.25,0.0,0.909,0.091
463,@nytimes,What we know about the Austin bombings https://t.co/EfHgpraY8B,Mon Mar 19 16:30:10 +0000 2018,0.0,0.0,1.0,0.0
464,@nytimes,"The Austin police chief sent an unusual public message to the unknown bomber or bombers on Sunday: ""We assure you t¡­ https://t.co/BYmbbRdr6n",Mon Mar 19 16:20:09 +0000 2018,0.34,0.103,0.897,0.0
465,@nytimes,"RT @NYTMetro: Prewar walk-up, airy loft, garden flat or sky-high glass-and-steel cube ¡ª we took a look at the history of the New York City¡­",Mon Mar 19 16:10:08 +0000 2018,0.0,0.0,1.0,0.0
466,@nytimes,"After we published an article examining how servers endure harassing behavior for tips, readers wrote in with their¡­ https://t.co/2zaaCSwtzd",Mon Mar 19 16:00:19 +0000 2018,-0.5423,0.0,0.837,0.163
467,@nytimes,"In her early 20s, Mary Ewing Outerbridge brought tennis to the U.S. in the 1870s, establishing what may have been A¡­ https://t.co/vqkNjr5uhs",Mon Mar 19 15:50:08 +0000 2018,0.0,0.0,1.0,0.0
468,@nytimes,"Michael Ferro stepped down as the chairman of Tronc, just weeks after he helped negotiate the sale of The Los Angel¡­ https://t.co/2ctT8mAELY",Mon Mar 19 15:39:25 +0000 2018,0.0,0.0,1.0,0.0
469,@nytimes,YouTube announced it would enlist Wikipedia¡¯s help to deal with the proliferation of conspiracy theories and misinf¡­ https://t.co/BRgKu7qgmR,Mon Mar 19 15:30:02 +0000 2018,-0.1779,0.122,0.724,0.154
470,@nytimes,RT @nhannahjones: An absolutely devastating new study about race and black males. Sons of wealthy black parents no better off than sons of¡­,Mon Mar 19 15:20:05 +0000 2018,-0.3384,0.173,0.609,0.218
471,@nytimes,There¡¯s never been a Native American congresswoman. That could change in 2018. https://t.co/sWz8dv2SQ5,Mon Mar 19 15:10:06 +0000 2018,0.0,0.0,1.0,0.0
472,@nytimes,"RT @NYTNational: ¡°Rules don¡¯t matter for them. For them, this is a war, and it¡¯s all fair,"" said a founder of Cambridge Analytica, a firm t¡­",Mon Mar 19 15:00:15 +0000 2018,-0.5859,0.042,0.808,0.15
473,@nytimes,¡°Our community never should have been developed. It¡¯s hundreds and hundreds of houses. Now we are proof that we nee¡­ https://t.co/jlC1TJJ7JE,Mon Mar 19 14:52:32 +0000 2018,0.0,0.0,1.0,0.0
474,@nytimes,"After Hurricane Harvey, thousands of homes in a Houston suburb were deliberately flooded by the federal government.¡­ https://t.co/x3cwgQEQkr",Mon Mar 19 14:51:34 +0000 2018,0.0,0.0,1.0,0.0
475,@nytimes,"In Opinion?

Op-Ed columnist @CharlesMBlow writes: ""How are international agreements supposed to be negotiated when¡­ https://t.co/iS7FGbJfIZ",Mon Mar 19 14:45:09 +0000 2018,0.2732,0.123,0.877,0.0
476,@nytimes,"Andrew Cuomo suggested that his name ""was never mentioned"" during his former aide's corruption trial. That is incor¡­ https://t.co/FlXRhzCHHl",Mon Mar 19 14:30:14 +0000 2018,0.0,0.0,1.0,0.0
477,@nytimes,"New York¡¯s school system is complex and deeply political. Its next leader has only modest big-district experience,¡­ https://t.co/x5UZ6mPYcp",Mon Mar 19 14:20:07 +0000 2018,0.0,0.0,1.0,0.0
478,@nytimes,How do you find a person when all you have is half of a smiling face in an old photo? You turn to social media. https://t.co/F20iRGe0yG,Mon Mar 19 14:11:03 +0000 2018,0.4588,0.115,0.885,0.0
479,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/ZoTLlxQP9f https://t.co/8lBjSG6F6I,Mon Mar 19 14:00:24 +0000 2018,0.0,0.0,1.0,0.0
480,@nytimes,Some aides view the weekend's attacks on Robert Mueller and the FBI as a particularly disturbing taste of what they¡­ https://t.co/dlWTNJK5wk,Mon Mar 19 13:45:02 +0000 2018,-0.7574,0.0,0.735,0.265
481,@nytimes,We also wanted to hear from you. Readers described the pressure to tolerate harassing behavior in order to earn tip¡­ https://t.co/4c3MxgNyIS,Mon Mar 19 13:30:00 +0000 2018,-0.6908,0.0,0.769,0.231
482,@nytimes,"Among his credentials, Luigi Di Maio was the treasurer of his elementary school class and the president of his high¡­ https://t.co/2ENENcK6pD",Mon Mar 19 13:16:01 +0000 2018,0.128,0.07,0.93,0.0
483,@nytimes,RT @nytimesarts: No one listener can choose a definitive ¡°best of¡± SXSW; it¡¯s impossible to hear more than a small percentage of the perfor¡­,Mon Mar 19 13:00:13 +0000 2018,-0.296,0.0,0.905,0.095
484,@nytimes,"Kate McKinnon as Education Secretary Betsy DeVos: ""Look, I may not be very good on camera, but behind the scenes, m¡­ https://t.co/bfafJqEzAm",Mon Mar 19 12:50:04 +0000 2018,-0.2051,0.0,0.917,0.083
485,@nytimes,"Black boys raised in America, even in the wealthiest families and living in some of the most well-to-do neighborhoo¡­ https://t.co/OGBKVIcK2J",Mon Mar 19 12:40:03 +0000 2018,0.4939,0.144,0.856,0.0
486,@nytimes,4 easy ways to cut down your sugar intake https://t.co/y33BxQJCnl,Mon Mar 19 12:30:14 +0000 2018,0.2023,0.242,0.583,0.175
487,@nytimes,"When asked if women were equal to men, Prince Mohammed said: ""Absolutely. We are all human beings and there is no d¡­ https://t.co/CwcBNofidf",Mon Mar 19 12:20:06 +0000 2018,-0.296,0.0,0.909,0.091
488,@nytimes,"NCAA men's tournament: Xavier, Michigan State, Cincinnati, North Carolina and Auburn exit much earlier than many ex¡­ https://t.co/2qZgXNxJh3",Mon Mar 19 12:11:04 +0000 2018,0.0,0.0,1.0,0.0
489,@nytimes,Morning Briefing: Here's what you need to know to start your day https://t.co/9gvaeEZbMx https://t.co/w1K9nD6AA5,Mon Mar 19 12:00:04 +0000 2018,0.0,0.0,1.0,0.0
490,@nytimes,President Trump ignored the advice of his own lawyers and lashed out at Robert Mueller on Twitter. Here's how top R¡­ https://t.co/yeK5eb5OXV,Mon Mar 19 11:50:04 +0000 2018,-0.128,0.075,0.83,0.095
491,@nytimes,Britain's National Health Service is paying French doctors to perform some operations on its behalf https://t.co/4wWCaNjTMu,Mon Mar 19 11:40:04 +0000 2018,0.0,0.0,1.0,0.0
492,@nytimes,Austin was struck by a fourth explosion just hours after a televised appeal to the bomber https://t.co/4v1JYlYVts https://t.co/JyCFz78CLb,Mon Mar 19 11:30:11 +0000 2018,-0.25,0.0,0.882,0.118
493,@nytimes,"""Mr. President, the American people will hear my story very soon,"" James Comey tweeted Twitter on Saturday, in what¡­ https://t.co/muUnhrU7Tx",Mon Mar 19 11:20:11 +0000 2018,0.0,0.0,1.0,0.0
494,@nytimes,"Trump called the firing of McCabe, the deputy FBI director, a ""great day for democracy."" McCabe says it's further e¡­ https://t.co/ja3hDRB5UH",Mon Mar 19 11:10:08 +0000 2018,0.4019,0.167,0.735,0.098
495,@nytimes,"A Republican candidate in Maine dropped out after he was excoriated for calling one Parkland shooting survivor a ""s¡­ https://t.co/iDP2y5kasj",Mon Mar 19 11:00:14 +0000 2018,0.3612,0.128,0.872,0.0
496,@nytimes,"Trump's attack on Robert Mueller, a longtime Republican and former FBI director appointed by George W. Bush, drew i¡­ https://t.co/USv58YxIVL",Mon Mar 19 10:45:02 +0000 2018,-0.4767,0.0,0.853,0.147
497,@nytimes,Morning?Briefing: Here's what you need to know to start your day https://t.co/buVWCNvtZQ https://t.co/XfAJQ3k1Vc,Mon Mar 19 10:30:03 +0000 2018,0.0,0.0,1.0,0.0
498,@nytimes,"As the list of endangered animals grows longer, we may soon be faced with an impossible decision: which ones to sav¡­ https://t.co/qxinyIbkFc",Mon Mar 19 10:14:05 +0000 2018,0.0,0.0,1.0,0.0
499,@nytimes,"Britain should seek to postpone Brexit if talks drag on during the next few months, an influential committee of law¡­ https://t.co/VgIKFxrTxX",Mon Mar 19 10:00:07 +0000 2018,0.0258,0.117,0.729,0.154
